                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     74,                 1.7075,                0.93427,                 1.3968,                0.57299,                0.23341,                0.21569,                0.08567,                 2.0755,                 1.4332,                 1.8599,             0.00020506,             0.00020506,             0.00020506
                     75,                 1.6893,                0.88319,                 1.3479,                0.58781,                0.22819,                  0.211,                0.08333,                 2.0541,                 1.4376,                  1.852,             0.00019799,             0.00019799,             0.00019799
                     76,                   1.68,                0.92662,                 1.3505,                0.55665,                0.23004,                0.21695,                0.08569,                 2.0188,                 1.4012,                 1.8472,             0.00019092,             0.00019092,             0.00019092
                     77,                 1.6874,                0.89766,                 1.3498,                0.62566,                0.19471,                0.20782,                0.08237,                 2.0662,                 1.4041,                 1.8578,             0.00018385,             0.00018385,             0.00018385
                     78,                 1.7087,                  0.899,                 1.3627,                0.62086,                0.21414,                0.21555,                0.08648,                 2.0644,                 1.4005,                 1.8587,             0.00017679,             0.00017679,             0.00017679
                     79,                 1.6655,                0.87975,                 1.3391,                0.61502,                0.22609,                 0.2211,                0.08967,                 2.0344,                 1.3495,                  1.854,             0.00016972,             0.00016972,             0.00016972
                     80,                 1.6875,                0.88481,                 1.3455,                0.59813,                0.22157,                0.22275,                0.08884,                 2.0451,                 1.3583,                 1.8579,             0.00016265,             0.00016265,             0.00016265
                     81,                 1.6556,                0.90103,                 1.3478,                0.55893,                0.24392,                0.21425,                0.08415,                 2.0502,                 1.3802,                 1.8514,             0.00015558,             0.00015558,             0.00015558
                     82,                 1.6649,                 0.8723,                 1.3354,                0.61135,                0.22201,                0.21977,                0.08581,                 2.0697,                 1.3661,                 1.8695,             0.00014851,             0.00014851,             0.00014851
                     83,                 1.7268,                0.90707,                 1.3786,                0.64023,                 0.2176,                0.22164,                0.08939,                 2.0181,                 1.3554,                 1.8573,             0.00014144,             0.00014144,             0.00014144
                     84,                 1.7047,                 0.8811,                 1.3229,                0.58784,                0.22036,                 0.2219,                0.08793,                 2.0436,                 1.4053,                 1.8357,             0.00013437,             0.00013437,             0.00013437
                     85,                 1.6649,                0.86503,                 1.3193,                 0.5861,                 0.2302,                0.22349,                0.09002,                 2.0174,                 1.3394,                 1.8363,             0.00012731,             0.00012731,             0.00012731
                     86,                 1.6689,                0.88399,                 1.3204,                0.59126,                0.23518,                0.22256,                0.08813,                 2.0437,                 1.3532,                 1.8592,             0.00012024,             0.00012024,             0.00012024
                     87,                 1.6516,                0.87693,                 1.3258,                 0.5941,                0.23313,                0.22461,                0.08916,                 2.0458,                 1.3504,                 1.8566,             0.00011317,             0.00011317,             0.00011317
                     88,                 1.6508,                0.85878,                 1.3187,                0.62608,                0.22358,                0.22098,                0.08962,                  2.021,                 1.3335,                 1.8433,              0.0001061,              0.0001061,              0.0001061
                     89,                 1.6607,                0.87628,                 1.3332,                0.58046,                0.22969,                0.22215,                0.09058,                 2.0299,                 1.3527,                 1.8428,             9.9032e-05,             9.9032e-05,             9.9032e-05
                     90,                 1.6385,                0.85423,                 1.3174,                0.58023,                0.22881,                0.21543,                0.08744,                 2.0414,                 1.3514,                  1.852,             9.1963e-05,             9.1963e-05,             9.1963e-05
                     91,                 1.6416,                0.92781,                 1.3969,                0.57726,                0.23164,                0.22178,                0.08965,                 2.0373,                 1.3757,                 1.8545,             8.4895e-05,             8.4895e-05,             8.4895e-05
                     92,                 1.6287,                0.90541,                 1.3576,                0.58612,                0.23052,                0.22396,                0.09035,                 2.0242,                 1.3977,                 1.8358,             7.7826e-05,             7.7826e-05,             7.7826e-05
                     93,                 1.6297,                0.89643,                 1.3603,                0.57923,                0.22859,                0.21666,                0.08784,                 2.0582,                 1.4077,                 1.8843,             7.0757e-05,             7.0757e-05,             7.0757e-05
                     94,                 1.6172,                0.88857,                 1.3655,                0.56826,                0.22872,                0.22039,                0.08961,                 2.0304,                 1.4025,                 1.8554,             6.3689e-05,             6.3689e-05,             6.3689e-05
                     95,                 1.6059,                0.88371,                 1.3435,                0.59434,                0.23952,                0.22263,                0.08937,                 2.0504,                 1.4004,                  1.865,              5.662e-05,              5.662e-05,              5.662e-05
                     96,                 1.6108,                0.88845,                 1.3485,                 0.5777,                0.24994,                0.22294,                0.09139,                 2.0183,                 1.3871,                 1.8378,             4.9552e-05,             4.9552e-05,             4.9552e-05
                     97,                 1.5908,                0.87525,                 1.3465,                0.57436,                0.23011,                0.22113,                0.08955,                 2.0409,                 1.3888,                 1.8573,             4.2483e-05,             4.2483e-05,             4.2483e-05
                     98,                  1.602,                0.87689,                 1.3377,                0.56814,                0.23089,                0.22102,                0.08966,                 2.0482,                 1.3908,                 1.8656,             3.5414e-05,             3.5414e-05,             3.5414e-05
                     99,                 1.6053,                0.87776,                 1.3662,                 0.5696,                0.23361,                0.22702,                0.09163,                 2.0248,                 1.3843,                 1.8391,             2.8346e-05,             2.8346e-05,             2.8346e-05
                    100,                 1.6033,                0.88009,                  1.354,                 0.5663,                0.23505,                0.22313,                0.09002,                 2.0293,                 1.3842,                 1.8412,             2.1277e-05,             2.1277e-05,             2.1277e-05
