                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     40,                 4.5997,                   2.48,                 1.5048,                0.30375,                0.19987,                0.16812,                0.10067,                 4.9222,                 2.4515,                 1.6127,               0.006238,               0.006238,               0.006238
                     41,                 4.4954,                 2.4723,                  1.501,                0.30933,                0.20601,                0.16992,                 0.1005,                 4.9403,                 2.4446,                 1.6131,               0.006139,               0.006139,               0.006139
                     42,                 4.5156,                 2.4412,                  1.499,                0.30363,                0.20712,                0.17229,                0.10174,                 4.9013,                 2.4264,                 1.6116,                0.00604,                0.00604,                0.00604
                     43,                 4.5218,                 2.4437,                 1.4922,                0.30175,                0.21323,                0.17632,                 0.1043,                 4.8871,                 2.4211,                 1.6023,               0.005941,               0.005941,               0.005941
                     44,                 4.4615,                  2.416,                 1.4912,                0.28491,                 0.2132,                0.17785,                0.10533,                 4.8387,                 2.4036,                 1.6085,               0.005842,               0.005842,               0.005842
                     45,                 4.4333,                 2.4148,                 1.4907,                 0.3157,                0.21071,                0.17997,                0.10757,                 4.8498,                 2.4067,                 1.6069,               0.005743,               0.005743,               0.005743
                     46,                 4.4915,                 2.4023,                 1.4871,                0.32113,                0.21597,                0.18632,                0.11273,                 4.7956,                 2.3813,                 1.5935,               0.005644,               0.005644,               0.005644
                     47,                 4.3808,                 2.3856,                 1.4739,                0.30974,                0.21895,                0.18447,                0.10963,                  4.853,                 2.3801,                 1.5942,               0.005545,               0.005545,               0.005545
                     48,                 4.3941,                 2.3735,                 1.4797,                0.30829,                  0.221,                 0.1909,                0.11436,                 4.7796,                 2.3548,                 1.5924,               0.005446,               0.005446,               0.005446
                     49,                 4.3691,                  2.354,                 1.4737,                0.33365,                0.22836,                0.19564,                0.11656,                 4.7542,                 2.3499,                  1.596,               0.005347,               0.005347,               0.005347
                     50,                 4.4048,                 2.3459,                 1.4719,                0.30698,                0.22567,                0.19427,                0.11598,                 4.7609,                  2.336,                  1.588,               0.005248,               0.005248,               0.005248
                     51,                 4.3342,                 2.3488,                 1.4709,                0.32486,                0.22981,                0.19377,                0.11518,                 4.7532,                 2.3385,                 1.5837,               0.005149,               0.005149,               0.005149
                     52,                 4.3689,                 2.3091,                 1.4639,                0.32466,                0.22788,                0.19739,                0.11866,                  4.749,                  2.326,                 1.5815,                0.00505,                0.00505,                0.00505
                     53,                 4.2936,                 2.3238,                  1.466,                0.32905,                0.22709,                0.19598,                0.11794,                 4.7236,                 2.3104,                 1.5797,               0.004951,               0.004951,               0.004951
                     54,                 4.2692,                 2.3125,                 1.4608,                0.34584,                0.23021,                0.20165,                0.12214,                 4.6958,                 2.3145,                  1.581,               0.004852,               0.004852,               0.004852
                     55,                  4.332,                 2.2966,                 1.4584,                0.33918,                0.22905,                0.20134,                0.12047,                 4.6989,                  2.307,                 1.5702,               0.004753,               0.004753,               0.004753
                     56,                 4.2448,                 2.2852,                 1.4587,                0.34243,                0.22898,                0.20254,                0.12148,                 4.6843,                 2.3028,                 1.5742,               0.004654,               0.004654,               0.004654
                     57,                 4.2373,                 2.2923,                 1.4517,                 0.3432,                0.23376,                0.20432,                0.12247,                 4.6881,                 2.2973,                 1.5738,               0.004555,               0.004555,               0.004555
                     58,                  4.236,                 2.2896,                 1.4513,                  0.346,                0.23228,                0.20527,                 0.1242,                 4.6545,                 2.2806,                 1.5724,               0.004456,               0.004456,               0.004456
                     59,                 4.2322,                 2.2705,                 1.4474,                0.31922,                0.23515,                0.20606,                0.12504,                 4.6734,                 2.2806,                 1.5613,               0.004357,               0.004357,               0.004357
                     60,                 4.2162,                 2.2538,                 1.4477,                0.34973,                0.23435,                0.20957,                0.12624,                 4.6838,                 2.2686,                 1.5698,               0.004258,               0.004258,               0.004258
                     61,                  4.216,                 2.2535,                 1.4467,                0.33984,                0.24127,                0.21069,                0.12585,                 4.6544,                 2.2661,                 1.5624,               0.004159,               0.004159,               0.004159
                     62,                 4.1878,                 2.2553,                 1.4428,                0.34345,                0.24464,                0.21409,                0.12849,                 4.6112,                 2.2532,                 1.5656,                0.00406,                0.00406,                0.00406
                     63,                 4.1275,                 2.2343,                 1.4363,                0.37714,                 0.2402,                0.21435,                0.12798,                 4.6218,                 2.2432,                 1.5649,               0.003961,               0.003961,               0.003961
                     64,                 4.1625,                 2.2292,                 1.4373,                0.35551,                0.24806,                0.21582,                0.12922,                 4.6313,                   2.25,                  1.564,               0.003862,               0.003862,               0.003862
                     65,                 4.0311,                 2.1941,                 1.4262,                0.34774,                0.24764,                0.21606,                0.13094,                 4.6186,                 2.2397,                 1.5677,               0.003763,               0.003763,               0.003763
                     66,                 4.0993,                   2.21,                 1.4295,                 0.3519,                0.24528,                0.21722,                0.13016,                 4.6105,                 2.2358,                 1.5602,               0.003664,               0.003664,               0.003664
                     67,                 4.0602,                 2.1855,                 1.4352,                0.36673,                  0.248,                0.21875,                0.13103,                 4.5914,                 2.2325,                 1.5625,               0.003565,               0.003565,               0.003565
                     68,                 4.0876,                 2.1898,                 1.4266,                0.34104,                0.25032,                0.22135,                0.13301,                 4.6155,                 2.2308,                  1.559,               0.003466,               0.003466,               0.003466
                     69,                 4.0336,                 2.1914,                 1.4259,                0.35939,                 0.2469,                0.22141,                0.13257,                 4.6043,                  2.227,                 1.5602,               0.003367,               0.003367,               0.003367
                     70,                 4.0419,                 2.1596,                 1.4185,                0.35477,                0.24981,                0.22304,                0.13312,                 4.5657,                 2.2154,                 1.5575,               0.003268,               0.003268,               0.003268
                     71,                 3.9816,                 2.1601,                 1.4192,                0.32976,                  0.257,                0.22336,                0.13416,                 4.5673,                 2.2106,                 1.5556,               0.003169,               0.003169,               0.003169
                     72,                 3.9945,                 2.1373,                  1.417,                0.34718,                0.25024,                0.22495,                 0.1349,                 4.5432,                 2.2099,                 1.5535,                0.00307,                0.00307,                0.00307
                     73,                 3.9637,                 2.1624,                 1.4186,                0.38202,                0.24683,                0.22873,                0.13775,                 4.5418,                 2.2043,                 1.5496,               0.002971,               0.002971,               0.002971
                     74,                 3.9137,                 2.1385,                 1.4156,                0.36379,                0.25584,                0.22604,                0.13685,                 4.5395,                 2.2043,                 1.5535,               0.002872,               0.002872,               0.002872
                     75,                 3.9302,                 2.1253,                 1.4097,                0.32463,                0.25181,                0.22635,                0.13613,                 4.5399,                 2.2035,                 1.5569,               0.002773,               0.002773,               0.002773
                     76,                  3.921,                  2.117,                 1.4095,                0.35385,                0.25026,                0.22869,                0.13755,                 4.5405,                 2.1905,                 1.5525,               0.002674,               0.002674,               0.002674
                     77,                 3.9475,                 2.1073,                 1.4103,                0.35635,                0.25452,                0.22998,                0.13906,                 4.5295,                 2.1856,                 1.5487,               0.002575,               0.002575,               0.002575
                     78,                 3.8867,                 2.1092,                 1.4014,                0.35538,                0.25906,                0.22846,                0.13812,                 4.5254,                 2.1851,                 1.5497,               0.002476,               0.002476,               0.002476
                     79,                 3.9282,                 2.0973,                 1.4049,                0.34869,                0.25873,                0.22922,                0.13956,                 4.5168,                 2.1889,                 1.5466,               0.002377,               0.002377,               0.002377
                     80,                 3.8729,                 2.0875,                 1.4008,                0.33955,                 0.2624,                0.22989,                0.14072,                 4.5201,                 2.1844,                 1.5503,               0.002278,               0.002278,               0.002278
                     81,                 3.8925,                 2.0751,                 1.3992,                0.32866,                0.26289,                0.23147,                0.14128,                 4.5036,                   2.18,                 1.5507,               0.002179,               0.002179,               0.002179
                     82,                 3.8517,                 2.0731,                  1.396,                0.34666,                0.26555,                0.23234,                0.14104,                 4.5056,                 2.1774,                 1.5489,                0.00208,                0.00208,                0.00208
                     83,                 3.8426,                  2.074,                 1.3936,                0.34684,                0.26343,                0.23205,                0.14103,                 4.5061,                 2.1771,                 1.5477,               0.001981,               0.001981,               0.001981
                     84,                 3.8073,                 2.0597,                 1.3937,                0.34033,                0.26163,                0.23381,                0.14229,                 4.5047,                 2.1699,                 1.5468,               0.001882,               0.001882,               0.001882
                     85,                 3.8439,                 2.0624,                 1.3954,                0.34525,                0.25797,                0.23374,                0.14205,                 4.5047,                 2.1722,                 1.5468,               0.001783,               0.001783,               0.001783
                     86,                 3.7715,                 2.0441,                 1.3912,                0.35211,                0.25616,                0.23476,                0.14308,                 4.5079,                 2.1723,                  1.548,               0.001684,               0.001684,               0.001684
                     87,                 3.8019,                 2.0352,                 1.3908,                0.34407,                0.26516,                0.23645,                0.14393,                 4.5115,                 2.1695,                 1.5461,               0.001585,               0.001585,               0.001585
                     88,                 3.7895,                 2.0317,                 1.3878,                0.33895,                0.26616,                 0.2372,                0.14402,                 4.5041,                 2.1653,                 1.5438,               0.001486,               0.001486,               0.001486
                     89,                 3.7518,                 2.0233,                 1.3885,                0.37607,                0.26069,                0.23962,                0.14492,                 4.5038,                 2.1621,                 1.5444,               0.001387,               0.001387,               0.001387
                     90,                   3.75,                 2.0259,                  1.387,                0.39347,                0.26073,                0.24029,                0.14495,                 4.5076,                  2.163,                 1.5447,               0.001288,               0.001288,               0.001288
                     91,                 3.7082,                 1.9336,                 1.4444,                0.38253,                0.26163,                0.24035,                0.14529,                 4.4948,                 2.1564,                 1.5461,               0.001189,               0.001189,               0.001189
                     92,                 3.6279,                 1.8997,                 1.4377,                0.36372,                 0.2655,                0.24108,                0.14614,                 4.4912,                  2.157,                 1.5484,                0.00109,                0.00109,                0.00109
                     93,                 3.5826,                 1.8862,                 1.4338,                0.36727,                0.26452,                0.24151,                0.14639,                 4.4971,                 2.1581,                 1.5496,               0.000991,               0.000991,               0.000991
                     94,                 3.5776,                 1.8762,                  1.434,                0.37827,                0.26182,                0.24129,                0.14602,                 4.4866,                 2.1599,                 1.5507,               0.000892,               0.000892,               0.000892
                     95,                 3.5509,                 1.8578,                 1.4298,                0.37389,                0.25992,                0.24068,                0.14607,                 4.4778,                 2.1621,                 1.5529,               0.000793,               0.000793,               0.000793
                     96,                 3.5457,                 1.8562,                 1.4292,                0.36702,                0.26239,                0.24072,                0.14603,                 4.4762,                 2.1602,                 1.5549,               0.000694,               0.000694,               0.000694
                     97,                 3.5229,                 1.8504,                 1.4255,                 0.3653,                0.26324,                0.24107,                 0.1458,                 4.4828,                 2.1608,                  1.556,               0.000595,               0.000595,               0.000595
                     98,                 3.5192,                 1.8362,                 1.4209,                0.37032,                0.26163,                0.24129,                0.14617,                 4.4853,                 2.1616,                 1.5572,               0.000496,               0.000496,               0.000496
                     99,                 3.4737,                 1.8352,                 1.4222,                0.37145,                0.26102,                0.24134,                0.14611,                 4.4871,                 2.1599,                 1.5576,               0.000397,               0.000397,               0.000397
                    100,                  3.442,                  1.824,                 1.4169,                0.36581,                0.26388,                0.24219,                0.14654,                 4.4908,                 2.1606,                 1.5579,               0.000298,               0.000298,               0.000298
