epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,2994.38,5.8319,1.56636,1.6605,0.71497,0.1293,0.10766,0.04205,6.4063,2.63188,2.08139,0.008614,0.008614,0.008614
16,3184.74,5.23707,1.45661,1.58592,0.68765,0.1227,0.09769,0.04279,6.21975,2.3029,2.02411,0.008515,0.008515,0.008515
17,3373.94,5.38405,1.51273,1.62294,0.75622,0.14399,0.11967,0.04998,5.5231,2.34168,1.99828,0.008416,0.008416,0.008416
18,3558.65,4.61638,1.46116,1.56717,0.75263,0.14147,0.12093,0.05264,5.18749,2.25191,1.95329,0.008317,0.008317,0.008317
19,3746.63,4.80194,1.46486,1.57977,0.74754,0.1618,0.13415,0.05984,4.90617,2.14245,1.93315,0.008218,0.008218,0.008218
20,3936.73,4.63595,1.35449,1.51915,0.73494,0.15202,0.12266,0.05297,4.95452,2.1602,1.9282,0.008119,0.008119,0.008119
21,4128.25,4.37614,1.33003,1.51553,0.71035,0.17464,0.12286,0.0526,4.99412,2.11455,1.9254,0.00802,0.00802,0.00802
22,4320.37,4.21316,1.31947,1.50115,0.68154,0.12888,0.09619,0.04623,4.94679,2.16142,1.91795,0.007921,0.007921,0.007921
23,4510.55,4.14619,1.32147,1.51245,0.76522,0.14131,0.13796,0.06022,4.92191,2.05437,1.88198,0.007822,0.007822,0.007822
24,4702.97,4.22459,1.31109,1.48466,0.63018,0.17826,0.13357,0.05768,4.86684,2.0363,1.89778,0.007723,0.007723,0.007723
25,4893.87,4.06959,1.27413,1.4718,0.73186,0.16396,0.12732,0.05794,4.60717,2.03722,1.84096,0.007624,0.007624,0.007624
26,5068.59,4.00455,1.28051,1.47169,0.63669,0.16112,0.1269,0.05839,4.38613,2.00234,1.85465,0.007525,0.007525,0.007525
27,5240.85,3.78849,1.2391,1.46733,0.63823,0.15384,0.13759,0.06115,4.3975,1.9019,1.82075,0.007426,0.007426,0.007426
28,5439.53,4.01096,1.23329,1.4392,0.59721,0.12208,0.09475,0.04446,5.09987,2.08561,1.90774,0.007327,0.007327,0.007327
29,5632.55,3.78957,1.21521,1.43126,0.78424,0.1811,0.16524,0.06805,4.43125,1.90081,1.81122,0.007228,0.007228,0.007228
30,5829.87,3.84867,1.24575,1.44615,0.62941,0.17398,0.12682,0.05773,4.43684,1.95429,1.83526,0.007129,0.007129,0.007129
31,6029.1,3.62065,1.21947,1.42986,0.57379,0.16106,0.13716,0.06463,4.03037,1.93672,1.77756,0.00703,0.00703,0.00703
32,6224.98,3.75631,1.20152,1.42492,0.79537,0.16502,0.17929,0.07836,4.18393,1.86652,1.80582,0.006931,0.006931,0.006931
33,6426.75,3.68573,1.19834,1.41454,0.78955,0.16099,0.16012,0.07763,3.93945,1.77147,1.75985,0.006832,0.006832,0.006832
34,6639.12,3.48866,1.19596,1.40264,0.67856,0.18902,0.17112,0.07726,4.26104,1.83261,1.79353,0.006733,0.006733,0.006733
35,6836.87,3.56579,1.18015,1.41917,0.67004,0.1839,0.16185,0.07186,4.24034,1.84105,1.81232,0.006634,0.006634,0.006634
36,7035.41,3.39009,1.18701,1.40572,0.75351,0.13035,0.14505,0.06447,4.00801,1.89901,1.76953,0.006535,0.006535,0.006535
37,7246.9,3.19964,1.13553,1.38237,0.7511,0.13432,0.13831,0.06374,4.50461,1.89898,1.80406,0.006436,0.006436,0.006436
38,7462.98,3.31869,1.17696,1.39841,0.70168,0.23148,0.17136,0.07631,4.45196,1.81594,1.81004,0.006337,0.006337,0.006337
39,7670.41,3.29107,1.17601,1.39885,0.7839,0.22598,0.18842,0.08084,4.29942,1.77089,1.80484,0.006238,0.006238,0.006238
40,7869.32,3.12487,1.1366,1.36924,0.57392,0.16414,0.15929,0.07104,4.28273,1.80669,1.76198,0.006139,0.006139,0.006139
41,8066.17,3.20361,1.16252,1.39189,0.67563,0.21411,0.16672,0.07595,4.05613,1.83282,1.76816,0.00604,0.00604,0.00604
42,8264.07,3.19388,1.14413,1.35714,0.68594,0.19931,0.16577,0.07335,4.0476,1.80438,1.75159,0.005941,0.005941,0.005941
43,8468.02,3.02323,1.09652,1.34704,0.66374,0.2084,0.1465,0.06623,4.22447,1.87167,1.77692,0.005842,0.005842,0.005842
44,8663.45,3.11122,1.10901,1.32994,0.66813,0.18423,0.15549,0.06966,3.98445,1.78663,1.74819,0.005743,0.005743,0.005743
45,8865.97,3.01052,1.11961,1.37141,0.69216,0.21467,0.18247,0.08206,4.00319,1.77335,1.75596,0.005644,0.005644,0.005644
46,9069.75,3.12893,1.11656,1.34536,0.76814,0.19612,0.19409,0.08385,3.88636,1.67701,1.73421,0.005545,0.005545,0.005545
47,9271.7,2.9768,1.09273,1.34218,0.60375,0.2097,0.16495,0.07121,4.15198,1.76728,1.75507,0.005446,0.005446,0.005446
48,9461.54,3.01018,1.1043,1.3124,0.69476,0.20196,0.18277,0.08074,4.11788,1.68511,1.74919,0.005347,0.005347,0.005347
49,9634.14,3.05459,1.10719,1.35909,0.65821,0.22246,0.15313,0.07039,4.07965,1.78306,1.72735,0.005248,0.005248,0.005248
50,9805.55,2.93787,1.05776,1.32384,0.68273,0.2045,0.17192,0.07817,4.01496,1.77051,1.72442,0.005149,0.005149,0.005149
51,9981,2.96889,1.06277,1.3262,0.76305,0.22497,0.20409,0.08955,3.92763,1.68724,1.73034,0.00505,0.00505,0.00505
52,10162.6,2.92109,1.07719,1.3399,0.76505,0.19637,0.21981,0.10232,3.91744,1.68445,1.71846,0.004951,0.004951,0.004951
53,10345.8,2.89011,1.07052,1.32891,0.57155,0.20199,0.16396,0.0715,4.44895,1.78253,1.76953,0.004852,0.004852,0.004852
54,10525.2,2.90293,1.06531,1.32941,0.68116,0.20985,0.1917,0.08303,4.26248,1.69415,1.73967,0.004753,0.004753,0.004753
55,10705.1,2.79514,1.0419,1.30171,0.70786,0.2889,0.21238,0.09022,4.33383,1.67718,1.77774,0.004654,0.004654,0.004654
56,10881.2,2.82532,1.04414,1.32177,0.70155,0.24415,0.18391,0.08769,4.23043,1.74385,1.7435,0.004555,0.004555,0.004555
57,11066,2.90385,1.04191,1.31116,0.57646,0.22888,0.19411,0.08971,3.99528,1.70888,1.73776,0.004456,0.004456,0.004456
58,11253.3,2.78288,1.06573,1.32773,0.59632,0.17417,0.2023,0.08401,3.95649,1.78328,1.75744,0.004357,0.004357,0.004357
59,11439.9,2.85184,1.04025,1.32101,0.60611,0.26203,0.19494,0.08774,3.63236,1.68074,1.70627,0.004258,0.004258,0.004258
60,11620.1,2.7096,1.02572,1.29458,0.5948,0.23427,0.19935,0.09356,3.89622,1.67248,1.71979,0.004159,0.004159,0.004159
61,11800.4,2.84797,1.02898,1.30564,0.63089,0.22769,0.20442,0.09314,3.7593,1.66853,1.70142,0.00406,0.00406,0.00406
62,12012.3,2.78089,1.02696,1.32158,0.60991,0.24982,0.19486,0.08537,4.0277,1.62818,1.72238,0.003961,0.003961,0.003961
63,12267.8,2.78466,0.99232,1.28435,0.74008,0.19361,0.19796,0.09136,3.8694,1.59984,1.70724,0.003862,0.003862,0.003862
64,12527.4,2.75269,0.9964,1.29631,0.5467,0.28541,0.21134,0.09026,4.12195,1.62883,1.74829,0.003763,0.003763,0.003763
65,12784.5,2.68922,0.99123,1.26847,0.5643,0.24077,0.19979,0.08934,3.96762,1.66783,1.72009,0.003664,0.003664,0.003664
66,13040.2,2.79328,1.00593,1.30094,0.52197,0.27507,0.19799,0.08439,3.80891,1.61459,1.71402,0.003565,0.003565,0.003565
67,13290.8,2.7301,0.99339,1.32945,0.55756,0.25205,0.21119,0.09572,3.76372,1.61686,1.71678,0.003466,0.003466,0.003466
68,13548.9,2.65833,0.966,1.27907,0.54082,0.25429,0.19665,0.08388,4.00164,1.66219,1.72334,0.003367,0.003367,0.003367
69,13809.1,2.69602,0.9998,1.29026,0.51964,0.28494,0.20993,0.08934,3.94297,1.64931,1.73259,0.003268,0.003268,0.003268
70,14070.2,2.70322,0.96811,1.27239,0.56751,0.23467,0.21711,0.0971,3.86195,1.608,1.72261,0.003169,0.003169,0.003169
71,14322.2,2.61205,0.96963,1.2791,0.55375,0.25565,0.21501,0.09508,3.83634,1.63294,1.71631,0.00307,0.00307,0.00307
72,14580.4,2.65361,0.97407,1.2786,0.53959,0.22866,0.20716,0.09591,3.87086,1.59451,1.7224,0.002971,0.002971,0.002971
73,14841.8,2.73956,0.98514,1.29736,0.53375,0.22889,0.20481,0.09332,3.87189,1.65613,1.70769,0.002872,0.002872,0.002872
74,15097.5,2.61368,0.95878,1.26472,0.60738,0.23463,0.22967,0.10668,3.74697,1.60079,1.68402,0.002773,0.002773,0.002773
75,15348.9,2.55918,0.95634,1.27253,0.58043,0.22224,0.20388,0.09047,3.83519,1.58743,1.70202,0.002674,0.002674,0.002674
76,15604.4,2.64014,0.96681,1.27776,0.55651,0.2548,0.20015,0.09028,3.88696,1.67772,1.71537,0.002575,0.002575,0.002575
77,15864,2.54101,0.93826,1.27411,0.54589,0.23048,0.21607,0.09588,3.95633,1.58129,1.71191,0.002476,0.002476,0.002476
78,16121,2.61254,0.95955,1.26575,0.54693,0.27257,0.21698,0.0985,3.83116,1.58875,1.71711,0.002377,0.002377,0.002377
79,16372.6,2.64598,0.95114,1.2491,0.50998,0.27568,0.21071,0.09411,3.92874,1.57708,1.70963,0.002278,0.002278,0.002278
80,16628.5,2.73959,0.98332,1.27394,0.56326,0.30589,0.22544,0.1064,3.77579,1.56496,1.69623,0.002179,0.002179,0.002179
81,16887.6,2.58057,0.93848,1.26247,0.60533,0.23039,0.2339,0.10689,3.91816,1.54998,1.70566,0.00208,0.00208,0.00208
82,17149.1,2.51816,0.92981,1.25801,0.51387,0.26054,0.19762,0.0878,3.9966,1.5926,1.71309,0.001981,0.001981,0.001981
83,17402.5,2.61096,0.95008,1.27865,0.54846,0.25676,0.20145,0.08749,4.10669,1.64479,1.72206,0.001882,0.001882,0.001882
84,17658,2.55563,0.93145,1.24641,0.55637,0.24749,0.21593,0.09677,3.98209,1.55263,1.70816,0.001783,0.001783,0.001783
85,17916.1,2.4902,0.91724,1.24703,0.56857,0.27294,0.22412,0.0965,3.94041,1.56219,1.69566,0.001684,0.001684,0.001684
86,18174.4,2.54844,0.93198,1.2645,0.59506,0.27997,0.22322,0.09703,4.05971,1.59363,1.71497,0.001585,0.001585,0.001585
87,18427.9,2.58275,0.93329,1.25654,0.59709,0.28196,0.25002,0.10875,3.85663,1.52258,1.70336,0.001486,0.001486,0.001486
88,18680,2.54854,0.93486,1.25186,0.55634,0.29014,0.24769,0.10458,4.08999,1.59523,1.72313,0.001387,0.001387,0.001387
89,18937.3,2.50489,0.923,1.24422,0.53467,0.31012,0.23109,0.10054,4.22126,1.58823,1.73274,0.001288,0.001288,0.001288
90,19194.6,2.43213,0.89813,1.23191,0.58945,0.26557,0.25062,0.11268,4.05825,1.51108,1.72003,0.001189,0.001189,0.001189
91,19449.3,2.5787,1.02638,1.30523,0.57623,0.24215,0.21655,0.09661,4.21328,1.58995,1.74808,0.00109,0.00109,0.00109
92,19699.2,2.48657,1.00221,1.30276,0.53384,0.28474,0.21183,0.09368,4.27155,1.63236,1.75266,0.000991,0.000991,0.000991
93,19953.8,2.43528,0.96729,1.26945,0.54853,0.28099,0.20996,0.09116,4.21061,1.60946,1.73328,0.000892,0.000892,0.000892
94,20209.1,2.45989,0.96209,1.28678,0.58561,0.26402,0.22691,0.10343,4.09952,1.58294,1.73092,0.000793,0.000793,0.000793
95,20462.5,2.42317,0.96063,1.28527,0.60206,0.25288,0.2251,0.10235,4.06637,1.54285,1.72407,0.000694,0.000694,0.000694
96,20713.5,2.43502,0.95104,1.27469,0.58068,0.27245,0.236,0.10403,4.05114,1.52829,1.70904,0.000595,0.000595,0.000595
97,20967.3,2.45801,0.97023,1.29096,0.58175,0.26751,0.22046,0.10199,4.21414,1.54342,1.70348,0.000496,0.000496,0.000496
98,21225.3,2.40052,0.99989,1.28798,0.59234,0.26028,0.22902,0.10689,4.11157,1.54462,1.70625,0.000397,0.000397,0.000397
99,21478,2.39999,0.95289,1.27845,0.58612,0.27965,0.23358,0.10949,4.02178,1.52519,1.70243,0.000298,0.000298,0.000298
100,21726.1,2.42168,0.96051,1.28915,0.5893,0.26711,0.23712,0.10943,4.04953,1.53423,1.70633,0.000199,0.000199,0.000199
