                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                  1.896,                 1.1488,                 1.4921,                0.26462,                0.21861,                0.17819,                0.06702,                 2.2239,                 1.7215,                 1.9286,              0.0004878,              0.0004878,              0.0004878
                     35,                 1.8692,                 1.1245,                 1.4715,                0.54142,                0.20824,                0.18737,                0.07292,                 2.1742,                 1.6987,                 1.9067,             0.00048074,             0.00048074,             0.00048074
                     36,                 1.8644,                 1.1384,                 1.5039,                0.54139,                0.21544,                0.18735,                0.07176,                 2.1718,                 1.6969,                 1.8638,             0.00047367,             0.00047367,             0.00047367
                     37,                  1.856,                 1.1133,                 1.4809,                0.50841,                0.23078,                0.18467,                0.07151,                 2.2201,                 1.7195,                 1.9213,              0.0004666,              0.0004666,              0.0004666
                     38,                 1.8527,                 1.1393,                 1.4566,                0.42749,                0.17498,                0.17438,                0.06797,                 2.2063,                 1.6543,                 1.8976,             0.00045953,             0.00045953,             0.00045953
                     39,                 1.8158,                 1.1063,                 1.4675,                 0.4409,                0.19204,                0.18705,                0.07834,                 2.1052,                 1.6399,                 1.8712,             0.00045246,             0.00045246,             0.00045246
                     40,                 1.7858,                 1.0722,                 1.4326,                0.54734,                 0.1656,                0.17265,                0.07312,                 2.1861,                 1.6754,                 1.8889,             0.00044539,             0.00044539,             0.00044539
                     41,                 1.7974,                   1.08,                 1.4498,                 0.4838,                0.20762,                0.15459,                0.06478,                 2.1619,                 1.7863,                 1.8563,             0.00043832,             0.00043832,             0.00043832
                     42,                 1.8407,                  1.086,                 1.4505,                0.52459,                0.20978,                0.17454,                0.07086,                 2.1794,                 1.6369,                 1.8757,             0.00043126,             0.00043126,             0.00043126
                     43,                 1.8162,                 1.0699,                 1.4469,                0.43883,                 0.2173,                0.18143,                0.07195,                 2.1494,                 1.6439,                 1.8821,             0.00042419,             0.00042419,             0.00042419
                     44,                 1.8103,                 1.0864,                 1.4696,                 0.5713,                0.17655,                0.18852,                0.07426,                 2.1445,                 1.6366,                 1.8589,             0.00041712,             0.00041712,             0.00041712
                     45,                 1.8045,                 1.0674,                 1.4288,                0.52504,                0.19702,                0.17712,                0.07243,                  2.181,                 1.6473,                 1.8657,             0.00041005,             0.00041005,             0.00041005
                     46,                 1.7793,                 1.0488,                 1.4257,                0.56153,                0.18995,                0.18266,                0.07852,                 2.1175,                 1.6322,                 1.8234,             0.00040298,             0.00040298,             0.00040298
                     47,                  1.766,                 1.0343,                 1.4295,                0.52101,                0.21294,                0.17011,                0.07105,                 2.1235,                 1.5803,                 1.8368,             0.00039591,             0.00039591,             0.00039591
                     48,                 1.7479,                 1.0188,                 1.4133,                0.49148,                0.20285,                0.16075,                 0.0671,                 2.1199,                 1.5832,                 1.8634,             0.00038884,             0.00038884,             0.00038884
                     49,                 1.7704,                 1.0371,                 1.4148,                0.43403,                 0.2121,                0.17562,                0.07012,                 2.1546,                 1.5536,                 1.8624,             0.00038178,             0.00038178,             0.00038178
                     50,                 1.7466,                 1.0364,                 1.3985,                0.53074,                0.21562,                0.17459,                0.07716,                 2.1048,                 1.6071,                 1.8359,             0.00037471,             0.00037471,             0.00037471
                     51,                 1.7953,                 1.0809,                 1.4337,                0.54737,                0.21798,                0.18417,                 0.0786,                 2.1193,                 1.5982,                 1.8296,             0.00036764,             0.00036764,             0.00036764
                     52,                 1.7299,                 1.0258,                 1.3982,                0.58478,                0.21744,                0.19026,                0.07655,                 2.1351,                 1.5778,                 1.8198,             0.00036057,             0.00036057,             0.00036057
                     53,                 1.7435,                 1.0095,                 1.4007,                0.49584,                 0.2254,                0.17405,                0.07114,                 2.1011,                 1.5869,                 1.8351,              0.0003535,              0.0003535,              0.0003535
                     54,                 1.7215,                0.99068,                 1.3939,                0.56398,                0.21383,                0.19166,                0.08061,                 2.0683,                 1.5419,                 1.8103,             0.00034643,             0.00034643,             0.00034643
                     55,                  1.753,                 1.0008,                 1.3965,                0.57421,                0.20673,                 0.1915,                0.07737,                 2.0925,                 1.5609,                 1.8291,             0.00033936,             0.00033936,             0.00033936
                     56,                  1.733,                0.99934,                 1.3643,                0.32859,                0.21672,                0.17538,                0.07103,                 2.1149,                  1.571,                 1.8377,              0.0003323,              0.0003323,              0.0003323
                     57,                 1.7398,                 1.0274,                 1.4046,                0.43847,                0.23137,                0.18522,                0.07515,                 2.1325,                 1.6225,                 1.8308,             0.00032523,             0.00032523,             0.00032523
                     58,                 1.7048,                 1.0094,                 1.3833,                0.50944,                0.19716,                0.16713,                0.06845,                 2.1204,                 1.6057,                 1.8236,             0.00031816,             0.00031816,             0.00031816
                     59,                 1.7083,                0.98584,                   1.37,                0.59028,                 0.2352,                0.19369,                0.08106,                 2.1089,                 1.5357,                 1.8182,             0.00031109,             0.00031109,             0.00031109
                     60,                 1.7033,                0.98058,                 1.3814,                0.57782,                0.22594,                0.19798,                0.07971,                 2.0796,                 1.4999,                 1.8045,             0.00030402,             0.00030402,             0.00030402
                     61,                    1.7,                0.98901,                 1.3904,                0.45983,                 0.2165,                0.18417,                0.07643,                 2.1017,                 1.5429,                  1.812,             0.00029695,             0.00029695,             0.00029695
                     62,                 1.6979,                0.97827,                 1.3792,                0.43083,                0.22095,                0.19213,                0.07901,                 2.0578,                 1.5387,                 1.7922,             0.00028988,             0.00028988,             0.00028988
