                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     20,                 1.9742,                 1.2613,                 1.5603,                0.85285,                0.11628,                0.13804,                0.05785,                 2.2075,                 1.9777,                 1.9741,               0.008218,               0.008218,               0.008218
                     21,                 1.9555,                 1.2582,                 1.5292,                0.86698,                0.13337,                0.16331,                0.06395,                 2.1784,                 1.8574,                 1.9311,               0.008119,               0.008119,               0.008119
                     22,                 1.9067,                 1.2077,                 1.5189,                  0.466,                0.13668,                0.16808,                0.06798,                 2.1391,                 2.0439,                 1.9171,                0.00802,                0.00802,                0.00802
                     23,                 1.9257,                 1.2101,                 1.5164,                0.60232,                0.14754,                0.16536,                0.06458,                 2.1304,                 1.8051,                 1.8893,               0.007921,               0.007921,               0.007921
                     24,                 1.8752,                 1.1582,                 1.4846,                0.43634,                0.20666,                0.17494,                0.06582,                 2.0814,                 1.9331,                 1.8369,               0.007822,               0.007822,               0.007822
                     25,                 1.8878,                 1.1715,                 1.4988,                0.53012,                0.15588,                0.15141,                0.06278,                 2.1824,                 1.8638,                 1.9112,               0.007723,               0.007723,               0.007723
                     26,                   1.86,                 1.1457,                 1.5033,                0.46623,                 0.2008,                0.17974,                0.06615,                 2.2011,                 1.8312,                 1.9195,               0.007624,               0.007624,               0.007624
                     27,                 1.8371,                 1.1251,                 1.4487,                0.49653,                0.14568,                0.17823,                0.07222,                 2.1593,                 1.7544,                  1.916,               0.007525,               0.007525,               0.007525
                     28,                 1.8049,                 1.0769,                 1.4307,                0.47097,                0.19426,                0.17098,                0.06837,                 2.0646,                 1.7568,                 1.8319,               0.007426,               0.007426,               0.007426
                     29,                 1.8259,                 1.0993,                 1.4548,                0.43774,                0.24432,                0.18366,                0.07179,                 2.1599,                  1.809,                 1.9051,               0.007327,               0.007327,               0.007327
                     30,                 1.7697,                 1.0795,                 1.4154,                0.30111,                 0.1702,                0.14851,                0.06608,                  2.008,                 1.6888,                 1.7991,               0.007228,               0.007228,               0.007228
                     31,                 1.8013,                  1.083,                 1.4359,                0.39357,                0.15714,                0.16392,                0.06664,                  2.091,                 1.7539,                 1.8429,               0.007129,               0.007129,               0.007129
                     32,                 1.7678,                 1.0291,                 1.4084,                0.38506,                0.17786,                 0.1767,                0.08067,                 2.0244,                  1.679,                 1.8248,                0.00703,                0.00703,                0.00703
                     33,                 1.7587,                 1.0289,                  1.395,                0.38844,                0.16877,                0.19022,                0.08265,                 1.9887,                 1.5992,                 1.7971,               0.006931,               0.006931,               0.006931
                     34,                 1.7617,                 1.0319,                 1.4015,                0.58091,                0.20301,                0.21071,                0.09004,                 2.0316,                 1.5946,                 1.8156,               0.006832,               0.006832,               0.006832
                     35,                 1.7575,                 1.0087,                 1.3886,                0.58342,                0.22027,                0.20846,                0.08696,                 2.0431,                 1.6484,                 1.8197,               0.006733,               0.006733,               0.006733
                     36,                 1.7392,                 1.0164,                 1.4145,                0.61642,                0.20134,                0.20693,                0.08646,                 2.0061,                 1.5905,                 1.8025,               0.006634,               0.006634,               0.006634
                     37,                 1.7365,                0.98429,                 1.3866,                0.59656,                0.19175,                0.20886,                0.08683,                 1.9972,                 1.5864,                 1.8176,               0.006535,               0.006535,               0.006535
                     38,                 1.7223,                 1.0021,                 1.3716,                0.54316,                0.19818,                0.19601,                0.08664,                 1.9971,                 1.7102,                 1.8061,               0.006436,               0.006436,               0.006436
                     39,                 1.6984,                0.98733,                 1.3823,                0.54655,                0.19861,                 0.1993,                0.08428,                 2.0421,                 1.5729,                 1.8392,               0.006337,               0.006337,               0.006337
                     40,                 1.6816,                0.96493,                 1.3583,                0.58659,                0.18617,                0.19489,                0.08762,                 1.9814,                 1.5807,                 1.8004,               0.006238,               0.006238,               0.006238
                     41,                 1.6766,                0.97301,                 1.3668,                0.55263,                0.22127,                0.21547,                0.09442,                 1.9418,                 1.5857,                 1.7814,               0.006139,               0.006139,               0.006139
                     42,                 1.6944,                 0.9546,                 1.3607,                0.58888,                0.19604,                0.21108,                0.09068,                 1.9521,                 1.5354,                  1.757,                0.00604,                0.00604,                0.00604
                     43,                 1.6995,                0.95056,                  1.363,                0.52387,                0.23052,                0.19936,                0.08363,                 1.9779,                  1.593,                 1.7903,               0.005941,               0.005941,               0.005941
                     44,                  1.683,                0.96956,                 1.3791,                0.60712,                0.17643,                0.19905,                 0.0851,                 1.9999,                 1.5224,                 1.8138,               0.005842,               0.005842,               0.005842
                     45,                 1.6678,                0.94526,                 1.3444,                 0.5583,                0.21129,                 0.1987,                0.08999,                  1.965,                  1.486,                 1.7826,               0.005743,               0.005743,               0.005743
                     46,                 1.6632,                0.93289,                 1.3496,                0.54223,                0.23014,                0.20313,                0.09303,                 1.9122,                 1.5234,                  1.763,               0.005644,               0.005644,               0.005644
                     47,                  1.655,                 0.9205,                 1.3593,                0.52772,                0.19932,                0.17564,                0.07394,                  1.933,                 1.5582,                 1.7638,               0.005545,               0.005545,               0.005545
                     48,                 1.6408,                0.90624,                 1.3294,                 0.5576,                0.20094,                0.20076,                0.08644,                 1.9693,                 1.5657,                 1.7962,               0.005446,               0.005446,               0.005446
                     49,                 1.6612,                0.91698,                 1.3431,                0.50241,                0.21616,                 0.2206,                0.09695,                 1.9414,                 1.5483,                 1.8263,               0.005347,               0.005347,               0.005347
                     50,                 1.6433,                0.92023,                 1.3348,                 0.5822,                0.20608,                0.21759,                0.09828,                 1.9202,                 1.5312,                 1.7397,               0.005248,               0.005248,               0.005248
                     51,                 1.6532,                0.95479,                  1.348,                0.61405,                0.20057,                0.21895,                0.10009,                 1.9201,                 1.4125,                 1.7595,               0.005149,               0.005149,               0.005149
                     52,                 1.6041,                0.89924,                 1.3174,                0.58464,                0.23368,                0.22644,                0.09864,                 1.9063,                 1.4276,                 1.7552,                0.00505,                0.00505,                0.00505
                     53,                 1.6037,                0.87432,                 1.3079,                 0.5377,                0.22015,                0.19629,                0.08752,                 1.9162,                 1.4938,                 1.7541,               0.004951,               0.004951,               0.004951
                     54,                 1.6106,                0.87966,                 1.3197,                0.64478,                0.19316,                0.21956,                0.09937,                 1.9053,                 1.4089,                 1.7382,               0.004852,               0.004852,               0.004852
                     55,                 1.6199,                0.87689,                 1.3137,                0.55635,                0.23984,                0.20599,                0.09508,                 1.9253,                 1.4912,                 1.7943,               0.004753,               0.004753,               0.004753
                     56,                 1.5962,                0.87573,                  1.284,                0.56756,                0.22385,                0.20548,                0.09187,                 1.9239,                 1.5392,                  1.771,               0.004654,               0.004654,               0.004654
                     57,                 1.6221,                0.91675,                 1.3271,                0.54107,                0.22157,                 0.2245,                 0.1053,                 1.8868,                 1.3896,                 1.7464,               0.004555,               0.004555,               0.004555
                     58,                 1.6042,                 0.8931,                 1.3094,                0.58307,                0.21528,                 0.2201,                 0.1008,                 1.9503,                 1.4362,                 1.7823,               0.004456,               0.004456,               0.004456
                     59,                   1.59,                0.85341,                 1.2958,                 0.5796,                0.22302,                0.22859,                0.10266,                 1.8772,                 1.3625,                 1.7636,               0.004357,               0.004357,               0.004357
                     60,                 1.5792,                0.85128,                 1.3055,                0.57144,                0.21051,                0.20828,                0.09243,                 1.9213,                 1.4236,                 1.7627,               0.004258,               0.004258,               0.004258
                     61,                 1.5869,                0.86479,                 1.3147,                0.66862,                0.22034,                0.21966,                0.10157,                 1.8746,                 1.3997,                  1.763,               0.004159,               0.004159,               0.004159
                     62,                 1.5869,                0.86408,                 1.3055,                0.70968,                 0.2328,                0.23065,                0.10621,                 1.8948,                 1.3718,                  1.737,                0.00406,                0.00406,                0.00406
                     63,                  1.565,                0.84364,                 1.2731,                0.69267,                0.24355,                0.23169,                0.10707,                  1.871,                 1.3241,                 1.7616,               0.003961,               0.003961,               0.003961
                     64,                 1.5807,                0.84975,                 1.2972,                0.68934,                 0.2469,                0.24032,                0.10834,                 1.9186,                 1.3688,                  1.782,               0.003862,               0.003862,               0.003862
                     65,                  1.573,                0.84037,                 1.2753,                0.75216,                0.20247,                0.23964,                0.10987,                   1.89,                 1.3604,                 1.7622,               0.003763,               0.003763,               0.003763
                     66,                 1.5562,                0.83603,                 1.2739,                0.66133,                0.23631,                0.22477,                0.10503,                 1.8856,                 1.3553,                 1.7786,               0.003664,               0.003664,               0.003664
                     67,                  1.539,                0.84076,                 1.2583,                0.66267,                0.22698,                0.22448,                0.10519,                 1.8569,                 1.3542,                 1.7455,               0.003565,               0.003565,               0.003565
                     68,                  1.546,                0.82445,                 1.2758,                0.68509,                 0.2297,                0.21981,                0.10543,                 1.8641,                 1.3438,                 1.7759,               0.003466,               0.003466,               0.003466
                     69,                 1.5684,                0.84668,                 1.2884,                 0.6765,                0.23998,                0.22957,                0.10416,                   1.88,                 1.3308,                 1.7516,               0.003367,               0.003367,               0.003367
                     70,                 1.5558,                0.84374,                 1.2915,                0.69068,                0.23936,                0.24442,                0.10795,                 1.8573,                 1.3708,                 1.7495,               0.003268,               0.003268,               0.003268
                     71,                 1.5463,                0.81908,                 1.2686,                0.69884,                0.22022,                0.21849,                0.09948,                 1.8851,                 1.3598,                 1.7746,               0.003169,               0.003169,               0.003169
                     72,                 1.5424,                0.82309,                 1.2684,                0.65639,                0.23189,                0.22708,                0.10115,                 1.8946,                 1.3065,                 1.7746,                0.00307,                0.00307,                0.00307
                     73,                 1.5408,                0.83932,                 1.2728,                0.66787,                0.22726,                0.22581,                0.10475,                 1.8973,                 1.3174,                 1.7748,               0.002971,               0.002971,               0.002971
                     74,                 1.5476,                0.84499,                 1.3058,                 0.7204,                0.22902,                0.23453,                0.10201,                 1.9201,                  1.353,                 1.7561,               0.002872,               0.002872,               0.002872
                     75,                  1.531,                0.79803,                 1.2635,                0.71053,                0.24441,                0.22951,                0.10929,                 1.8754,                 1.3799,                 1.7532,               0.002773,               0.002773,               0.002773
                     76,                 1.5302,                0.83988,                 1.2668,                0.67764,                0.24467,                0.24083,                0.10879,                 1.8925,                 1.3141,                 1.7637,               0.002674,               0.002674,               0.002674
                     77,                 1.5361,                0.81306,                 1.2665,                0.66992,                0.25329,                0.23462,                0.10837,                 1.8665,                 1.2992,                 1.7524,               0.002575,               0.002575,               0.002575
                     78,                 1.5443,                0.81245,                 1.2717,                 0.6781,                0.23663,                0.23849,                0.10823,                 1.8637,                 1.3047,                 1.7654,               0.002476,               0.002476,               0.002476
                     79,                 1.5084,                0.79567,                 1.2508,                0.67514,                0.26494,                0.23307,                0.11039,                 1.8761,                 1.3569,                 1.7458,               0.002377,               0.002377,               0.002377
                     80,                 1.5297,                0.80272,                 1.2596,                0.67151,                0.24926,                0.24954,                0.11115,                 1.8976,                 1.2956,                 1.7571,               0.002278,               0.002278,               0.002278
                     81,                 1.5188,                0.82273,                 1.2722,                0.54423,                0.28331,                0.24015,                0.10929,                 1.8655,                 1.3011,                 1.7379,               0.002179,               0.002179,               0.002179
                     82,                 1.5203,                 0.7951,                 1.2598,                0.54361,                0.24344,                0.23594,                0.10382,                  1.885,                 1.3249,                 1.7605,                0.00208,                0.00208,                0.00208
                     83,                 1.5455,                0.81424,                 1.2837,                0.56658,                0.24862,                0.23547,                0.10408,                 1.9283,                 1.3479,                 1.7766,               0.001981,               0.001981,               0.001981
                     84,                 1.5355,                0.79487,                 1.2376,                0.67821,                0.25668,                0.24828,                0.10709,                 1.8903,                 1.3164,                 1.7751,               0.001882,               0.001882,               0.001882
                     85,                 1.5117,                0.77102,                 1.2369,                0.67238,                0.25931,                0.25145,                0.11004,                 1.8852,                  1.291,                 1.7696,               0.001783,               0.001783,               0.001783
                     86,                 1.5189,                 0.8006,                 1.2375,                0.69419,                0.24987,                0.26227,                0.11295,                 1.8778,                 1.2782,                 1.7611,               0.001684,               0.001684,               0.001684
                     87,                 1.5099,                0.80058,                 1.2509,                0.66245,                0.24206,                0.27075,                0.11179,                 1.8855,                 1.2646,                 1.7673,               0.001585,               0.001585,               0.001585
                     88,                 1.5066,                0.77995,                 1.2428,                0.69408,                0.24814,                0.24492,                0.10901,                 1.8815,                  1.288,                 1.7842,               0.001486,               0.001486,               0.001486
                     89,                 1.5055,                0.79623,                 1.2539,                0.67913,                0.27877,                 0.2566,                0.11159,                 1.8881,                 1.2988,                 1.7883,               0.001387,               0.001387,               0.001387
                     90,                  1.483,                0.76912,                 1.2347,                0.68688,                0.23489,                0.23398,                0.10851,                 1.8565,                 1.2913,                 1.7427,               0.001288,               0.001288,               0.001288
                     91,                 1.5112,                0.82511,                   1.32,                0.67006,                0.26064,                0.24526,                0.11017,                 1.9022,                  1.313,                 1.7991,               0.001189,               0.001189,               0.001189
                     92,                 1.5011,                0.80252,                 1.2751,                0.68965,                0.27044,                0.24951,                0.10665,                 1.8956,                  1.301,                 1.7727,                0.00109,                0.00109,                0.00109
                     93,                 1.4946,                0.79527,                 1.2763,                0.68295,                0.27004,                0.24134,                0.10393,                 1.9045,                 1.3042,                  1.779,               0.000991,               0.000991,               0.000991
                     94,                  1.488,                0.79172,                 1.2922,                0.68434,                0.26629,                0.24913,                0.10296,                 1.9267,                 1.3363,                 1.8142,               0.000892,               0.000892,               0.000892
                     95,                 1.4717,                0.79065,                 1.2659,                  0.716,                0.28298,                0.24791,                0.10478,                 1.9099,                 1.3076,                 1.7969,               0.000793,               0.000793,               0.000793
                     96,                  1.471,                0.78206,                 1.2675,                 0.7121,                0.26325,                0.24911,                0.10772,                 1.9109,                 1.2929,                 1.7927,               0.000694,               0.000694,               0.000694
                     97,                 1.4531,                 0.7751,                 1.2695,                0.72865,                0.26033,                0.26131,                0.11212,                 1.9114,                 1.2824,                 1.7974,               0.000595,               0.000595,               0.000595
                     98,                 1.4614,                0.77377,                   1.25,                0.72737,                0.27002,                0.25015,                0.11166,                 1.9049,                 1.3039,                 1.7993,               0.000496,               0.000496,               0.000496
                     99,                 1.4667,                0.77684,                 1.2842,                 0.7133,                0.25746,                0.25452,                 0.1117,                 1.8936,                 1.2919,                 1.7919,               0.000397,               0.000397,               0.000397
                    100,                 1.4654,                0.77945,                 1.2745,                0.71649,                0.26802,                0.25303,                0.11236,                  1.907,                 1.3028,                 1.7977,               0.000298,               0.000298,               0.000298
