                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     78,                 2.6688,                0.92428,                 1.2602,                0.60903,                0.24053,                0.27343,                0.12666,                 3.9619,                 1.4849,                 1.6676,               0.002476,               0.002476,               0.002476
                     79,                 2.5965,                0.91006,                 1.2447,                 0.6208,                0.23739,                 0.2711,                0.12679,                 4.0466,                 1.4697,                 1.6684,               0.002377,               0.002377,               0.002377
                     80,                 2.6263,                0.90202,                  1.255,                 0.6456,                0.27362,                0.28051,                0.12916,                 4.2324,                 1.4557,                 1.6765,               0.002278,               0.002278,               0.002278
                     81,                 2.5728,                0.93116,                 1.2601,                 0.6265,                0.23562,                0.26977,                0.12799,                  4.305,                 1.4941,                 1.6681,               0.002179,               0.002179,               0.002179
                     82,                 2.5581,                0.90672,                 1.2478,                0.63618,                0.27129,                0.28636,                0.13006,                 4.1937,                 1.4308,                 1.6779,                0.00208,                0.00208,                0.00208
                     83,                 2.7102,                0.92143,                 1.2743,                0.58549,                0.28376,                0.28328,                0.13279,                 4.1782,                 1.4602,                 1.6834,               0.001981,               0.001981,               0.001981
                     84,                 2.6704,                0.90034,                 1.2295,                0.62229,                0.28674,                0.28919,                0.13359,                 4.1097,                 1.4326,                 1.6627,               0.001882,               0.001882,               0.001882
                     85,                 2.5392,                0.88079,                 1.2261,                0.65838,                0.26445,                0.28983,                0.13673,                  4.387,                 1.4613,                 1.6817,               0.001783,               0.001783,               0.001783
                     86,                 2.5967,                0.90458,                 1.2296,                0.62969,                0.29847,                0.30493,                0.13749,                 4.0267,                 1.4365,                 1.6533,               0.001684,               0.001684,               0.001684
                     87,                 2.5399,                0.90243,                 1.2351,                0.50347,                0.28965,                0.28768,                0.13361,                 4.1297,                 1.4463,                 1.6578,               0.001585,               0.001585,               0.001585
                     88,                 2.5394,                0.88442,                   1.23,                0.57406,                0.28167,                0.28283,                0.13331,                 4.0624,                  1.456,                 1.6634,               0.001486,               0.001486,               0.001486
                     89,                 2.5592,                0.90724,                 1.2501,                0.33018,                0.41418,                0.27552,                0.12874,                 4.1227,                 1.4668,                 1.6762,               0.001387,               0.001387,               0.001387
                     90,                  2.471,                0.87552,                 1.2311,                0.35912,                 0.3596,                0.28717,                0.13673,                 4.3057,                 1.4212,                 1.6724,               0.001288,               0.001288,               0.001288
                     91,                 2.5048,                0.96572,                 1.3099,                0.38142,                0.38481,                0.28774,                0.13082,                 4.3848,                 1.4502,                 1.6939,               0.001189,               0.001189,               0.001189
                     92,                 2.4563,                 0.9332,                 1.2658,                0.37075,                0.34511,                 0.2837,                0.13356,                 4.2872,                  1.453,                 1.6947,                0.00109,                0.00109,                0.00109
                     93,                 2.4836,                0.92773,                 1.2678,                0.40563,                0.35139,                0.28961,                0.13648,                 4.1429,                 1.4552,                 1.6928,               0.000991,               0.000991,               0.000991
                     94,                 2.4294,                0.91694,                 1.2763,                0.37785,                0.39085,                 0.2914,                0.13423,                 3.9683,                 1.4206,                 1.6617,               0.000892,               0.000892,               0.000892
                     95,                 2.3729,                0.91686,                 1.2541,                0.62996,                0.27911,                0.29335,                0.13595,                 4.0017,                 1.4207,                 1.6746,               0.000793,               0.000793,               0.000793
                     96,                 2.3941,                0.90376,                 1.2585,                0.61039,                0.29633,                0.28741,                0.13369,                 3.9558,                 1.4475,                 1.6845,               0.000694,               0.000694,               0.000694
                     97,                 2.3898,                0.90769,                 1.2625,                0.62539,                0.28356,                0.28399,                0.13389,                 4.0511,                 1.4363,                 1.6838,               0.000595,               0.000595,               0.000595
                     98,                 2.3765,                 0.9131,                 1.2477,                 0.6245,                0.28992,                0.28783,                0.13327,                 4.0589,                 1.4284,                 1.6814,               0.000496,               0.000496,               0.000496
                     99,                 2.4087,                0.90772,                 1.2791,                0.63091,                0.28525,                0.28893,                0.13844,                 4.0517,                 1.4342,                 1.6796,               0.000397,               0.000397,               0.000397
                    100,                  2.331,                0.91075,                 1.2714,                0.61878,                0.29006,                0.28842,                0.13704,                 4.0544,                 1.4616,                 1.6844,               0.000298,               0.000298,               0.000298
